VWAP,Volume,EMA
2751.7,1176872.0,2751.7
2713.55,1308570.0,2745.9775
2733.95,1278409.0,2744.1733750000003
2739.01,1120284.0,2743.3988687500005
2763.26,732250.0,2746.3780384375004
2764.58,811956.0,2749.1083326718754
2799.43,946372.0,2756.656582771094
2809.89,700072.0,2764.6415953554297
2796.08,467228.0,2769.357356052115
2778.33,524746.0,2770.7032526442977
2778.03,817717.0,2771.8022647476528
2816.0,788964.0,2778.4319250355047
2829.62,840526.0,2786.110136280179
2826.45,646218.0,2792.161115838152
2813.63,631934.0,2795.381448462429
2794.79,580270.0,2795.2927311930644
2728.66,1790570.0,2785.2978215141047
2742.98,1429040.0,2778.950148286989
2744.49,561317.0,2773.7811260439407
2808.68,1815923.0,2779.0159571373497
2837.61,816598.0,2787.8050635667473
2832.79,604523.0,2794.552804031735
2826.34,679295.0,2799.3208834269744
2869.75,1050267.0,2809.8852509129283
2850.88,580250.0,2816.034463275989
2855.48,774224.0,2821.9512937845907
2827.55,489978.0,2822.7910997169024
2807.41,813217.0,2820.483934759367
2758.21,1060450.0,2811.1428445454617
2831.84,2170346.0,2814.247417863642
2874.46,1755487.0,2823.2793051840954
2886.09,1848073.0,2832.700909406481
2847.77,1074367.0,2834.961272995509
2855.35,691891.0,2838.019582046182
2837.31,731807.0,2837.913144739255
2790.62,1016581.0,2830.8191730283665
2797.05,784111.0,2825.7537970741114
2802.4,791560.0,2822.2507275129947
2784.45,558581.0,2816.5806183860454
2771.08,1087648.0,2809.7555256281385
2760.84,1967803.0,2802.4181967839177
2754.49,1035295.0,2795.2289672663296
2785.7,668643.0,2793.79962217638
2810.34,627554.0,2796.280678849923
2769.17,1215461.0,2792.2140770224346
2758.11,1246379.0,2787.098465469069
2778.17,2235399.0,2785.7591956487086
2803.8,602597.0,2788.4653163014023
2830.4,754555.0,2794.755518856192
2848.64,717724.0,2802.838191027763
2820.26,799624.0,2805.4514623735986
2836.04,761101.0,2810.0397430175585
2872.5,894930.0,2819.4087815649245
2875.04,782967.0,2827.7534643301856
2889.28,636120.0,2836.9824446806574
2905.24,569221.0,2847.2210779785587
2900.6,599461.0,2855.227916281775
2884.81,1080665.0,2859.665228839509
2908.24,663800.0,2866.9514445135824
2934.12,1237193.0,2877.026727836545
2966.3,1008540.0,2890.417718661063
2994.76,1326561.0,2906.0690608619034
3017.67,941879.0,2922.809201732618
3047.51,1025850.0,2941.514321472725
3038.43,751851.0,2956.051673251816
3096.23,3229605.0,2977.078422264043
3142.08,1998170.0,3001.8286589244367
3149.9,810281.0,3024.0393600857715
3147.85,822404.0,3042.6109560729055
3100.01,835371.0,3051.2208126619694
3111.03,498067.0,3060.192190762674
3090.74,633262.0,3064.7743621482728
3083.2,659425.0,3067.538207826032
3116.44,581204.0,3074.873476652127
3112.96,439465.0,3080.5864551543077
3110.46,500313.0,3085.0674868811616
3126.59,568249.0,3091.295863848987
3129.99,535712.0,3097.099984271639
3143.77,506026.0,3104.1004866308936
3190.32,2349066.0,3117.03341363626
3236.48,1104861.0,3134.9504015908205
3237.82,781973.0,3150.3808413521974
3208.79,492565.0,3159.1422151493675
3216.85,577698.0,3167.7983828769625
3220.53,470038.0,3175.708125445418
3216.2,561161.0,3181.781906628605
3198.83,1239045.0,3184.339120634314
3180.24,1029156.0,3183.724252539167
3256.54,1598821.0,3194.6466146582916
3270.11,741615.0,3205.966122459548
3291.01,806994.0,3218.7227040906155
3307.13,984671.0,3231.9837984770234
3318.54,516915.0,3244.9672287054696
3300.28,866290.0,3253.264144399649
3311.91,742456.0,3262.061022739702
3280.9,871640.0,3264.886869328747
3286.45,1260659.0,3268.1213389294344
3301.9,592801.0,3273.188138090019
3325.11,914141.0,3280.976417376516
3343.88,713110.0,3290.4119547700384
3385.19,1436363.0,3304.6286615545323
3356.07,474224.0,3312.344862321352
3348.6,473663.0,3317.7831329731493
3375.15,632406.0,3326.3881630271767
3390.45,693995.0,3335.9974385731
3370.36,620761.0,3341.151822787135
3332.34,548838.0,3339.830049369065
3383.36,772158.0,3346.359541963705
3393.64,1025127.0,3353.451610669149
3399.81,750126.0,3360.4053690687765
3412.09,832843.0,3368.15806370846
3449.54,817694.0,3380.365354152191
3495.91,962485.0,3397.6970510293622
3503.97,620289.0,3413.6379933749577
3520.14,589848.0,3429.6132943687135
3517.09,857975.0,3442.7348002134067
3533.43,680246.0,3456.3390801813957
3427.15,2555630.0,3451.960718154186
3389.23,959076.0,3442.551110431058
3376.86,874078.0,3432.697443866399
3382.56,553750.0,3425.176827286439
3361.7,933890.0,3415.655303193473
3349.67,698667.0,3405.757507714452
3352.75,857218.0,3397.806381557284
3339.06,711067.0,3388.9944243236914
3345.05,519248.0,3382.402760675138
3337.51,360358.0,3375.668846573867
3346.67,500258.0,3371.319019587787
3325.96,643222.0,3364.5151666496185
3253.22,1253219.0,3347.8208916521753
3199.9,919023.0,3325.632757904349
3185.32,815534.0,3304.5858442186964
3190.21,597686.0,3287.429467585892
3181.16,873392.0,3271.489047448008
3168.75,592652.0,3256.0781903308066
3172.66,353330.0,3243.5654617811856
3182.59,377068.0,3234.4191425140075
3177.5,370811.0,3225.8812711369064
3214.61,1167742.0,3224.19058046637
3245.82,1363431.0,3227.4349933964145
3258.59,707315.0,3232.1082443869523
3278.37,533163.0,3239.0475077289093
3289.66,599080.0,3246.639381569573
3264.35,1601967.0,3249.295974334137
3244.7,650131.0,3248.6065781840166
3232.96,696213.0,3246.259591456414
3232.74,597022.0,3244.2316527379517
3215.62,754106.0,3239.9399048272585
3230.65,923108.0,3238.5464191031697
3247.55,395918.0,3239.896956237694
3253.7,359345.0,3241.9674128020397
3262.63,554905.0,3245.0668008817333
3258.31,880907.0,3247.053280749473
3245.86,1102554.0,3246.874288637052
3198.14,1568607.0,3239.564145341494
3217.2,673602.0,3236.20952354027
3205.78,901084.0,3231.6450950092294
3215.04,845739.0,3229.154330757845
3262.19,896521.0,3234.109681144168
3315.09,1422084.0,3246.2567289725425
3286.83,834560.0,3252.342719626661
3294.21,516326.0,3258.622811682662
3196.13,2104381.0,3249.2488899302625
3160.04,1550585.0,3235.867556440723
3188.43,1219145.0,3228.7519229746144
3171.84,892584.0,3220.215134528422
3200.15,1002610.0,3217.2053643491586
3200.44,814257.0,3214.6905596967845
3152.84,700012.0,3205.4129757422666
3150.31,847367.0,3197.1475293809262
3167.68,1025317.0,3192.727399973787
3159.03,992531.0,3187.672789977719
3147.26,854688.0,3181.6108714810607
3113.39,853011.0,3171.3777407589014
3110.94,792640.0,3162.312079645066
3104.55,481985.0,3153.647767698306
3095.68,568124.0,3144.95260254356
3098.44,711434.0,3137.975712162026
3090.96,374476.0,3130.9233553377217
3081.66,669290.0,3123.5338520370633
2985.38,1834111.0,3102.810774231504
2954.69,1708185.0,3080.5926580967785
2966.44,878885.0,3063.4697593822616
2994.91,1152306.0,3053.185795474922
2954.56,1029990.0,3038.391926153684
2948.93,900125.0,3024.9726372306313
2969.9,715997.0,3016.711741646037
3014.43,620959.0,3016.369480399131
3022.8,757998.0,3017.3340583392614
3081.68,783400.0,3026.985949588372
3092.43,849702.0,3036.802557150116
3063.01,364232.0,3040.733673577599
3097.92,85178.0,3049.311622540959
3079.6,405941.0,3053.854879159815
3101.22,700017.0,3060.9596472858425
3125.99,675454.0,3070.714200192966
3196.91,1430175.0,3089.643570164021
3146.59,406431.0,3098.1855346394177
3135.93,409069.0,3103.847204443505
3139.35,489889.0,3109.172623776979
3139.03,792460.0,3113.651230210432
3126.55,756329.0,3115.5860456788673
3150.01,647883.0,3120.749638827037
3158.69,620725.0,3126.4406930029813
3124.04,1793116.0,3126.0805890525344
3169.94,960196.0,3132.659500694654
3186.39,1018189.0,3140.7190755904558
3217.52,1005550.0,3152.2392142518875
3266.13,1229158.0,3169.322832114104
3267.33,1071725.0,3184.0239072969885
3241.09,895852.0,3192.58382120244
3210.75,910426.0,3195.308748022074
3231.72,1019030.0,3200.7704358187625
3221.45,1052079.0,3203.872370445948
3237.43,923107.0,3208.906014879056
3288.17,1631687.0,3220.7956126471972
3322.04,911936.0,3235.9822707501176
3329.54,780448.0,3250.0159301375998
3327.79,979762.0,3261.68204061696
3296.07,1585879.0,3266.840234524416
3331.17,930563.0,3276.4896993457533
3370.47,600190.0,3290.58674444389
3376.34,837182.0,3303.4497327773065
3392.66,779250.0,3316.83127286071
3401.15,615676.0,3329.4790819316036
3397.12,283951.0,3339.6252196418627
3375.92,552394.0,3345.069436695583
3384.56,379131.0,3350.993021191245
3385.28,777127.0,3356.136068012558
3364.27,416956.0,3357.356157810674
3322.1,545884.0,3352.067734139073
3288.37,670704.0,3342.513074018212
3276.23,691087.0,3332.57061291548
3285.11,537469.0,3325.451520978158
3265.68,673004.0,3316.485792831434
3268.89,728116.0,3309.346423906719
3300.41,748215.0,3308.005960320711
3264.05,2239241.0,3301.412566272604
3147.43,1979174.0,3278.3151813317136
3171.07,936201.0,3262.2284041319563
3156.45,275937.0,3246.361643512163
3061.31,2365225.0,3218.6038969853385
2999.09,2665932.0,3185.6768124375376
2961.59,2001961.0,3152.063790571907
2971.57,1862723.0,3124.9897219861205
2973.7,1273188.0,3102.296263688202
2955.88,1771244.0,3080.3338241349716
